"","x","y","z"
"codex_33452",3435,7893,10
"codex_33453",3442,7558,10
"codex_33454",3434,7934,1
"codex_33455",3447,7148,10
"codex_33456",3423,7906,10
"codex_33457",3447,7204,7
"codex_33458",3455,7069,6
"codex_33459",3447,7372,10
"codex_33460",3432,7861,8
"codex_33461",3455,7266,0
"codex_33462",3428,7754,9
"codex_33463",3458,7092,6
"codex_33464",3438,7485,9
"codex_33465",3445,7451,5
"codex_33466",3454,7244,9
"codex_33467",3445,7519,10
"codex_33468",3461,7147,11
"codex_33469",3447,7620,8
"codex_33470",3439,7962,10
"codex_33471",3455,7356,7
"codex_33472",3449,7795,8
"codex_33473",3468,7113,5
"codex_33474",3457,7649,8
"codex_33475",3461,7410,6
"codex_33476",3429,8010,7
"codex_33477",3462,7436,10
"codex_33478",3449,8002,10
"codex_33479",3456,7743,8
"codex_33480",3466,7167,6
"codex_33481",3456,7922,9
"codex_33482",3460,7864,10
"codex_33483",3475,7195,10
"codex_33484",3453,8035,1
"codex_33485",3470,7315,8
"codex_33486",3477,7394,10
"codex_33487",3472,7458,10
"codex_33488",3477,7506,10
"codex_33489",3456,8046,6
"codex_33490",3466,7590,10
"codex_33491",3482,7336,9
"codex_33492",3482,7366,11
"codex_33493",3473,7547,10
"codex_33494",3463,7819,8
"codex_33495",3477,7825,1
"codex_33496",3490,7117,10
"codex_33497",3468,7681,10
"codex_33498",3491,7158,10
"codex_33499",3480,7572,9
"codex_33500",3471,7906,5
"codex_33501",3487,7269,8
"codex_33502",3474,7750,9
"codex_33503",3474,7784,10
"codex_33504",3479,7975,9
"codex_33505",3491,7428,11
"codex_33506",3490,7949,5
"codex_33507",3491,7457,6
"codex_33508",3493,7718,7
"codex_33509",3469,7986,6
"codex_33510",3480,7918,5
"codex_33511",3500,7544,10
"codex_33512",3509,7093,10
"codex_33513",3474,7951,11
"codex_33514",3506,7288,10
"codex_33515",3489,7897,11
"codex_33516",3489,7992,5
"codex_33517",3508,7255,1
"codex_33518",3502,7422,11
"codex_33519",3511,7131,11
"codex_33520",3496,7243,8
"codex_33521",3495,7308,0
"codex_33522",3508,7479,9
"codex_33523",3496,7396,5
"codex_33524",3515,7149,10
"codex_33525",3513,7359,10
"codex_33526",3496,7518,6
"codex_33527",3517,7066,6
"codex_33528",3514,7203,10
"codex_33529",3508,7583,6
"codex_33530",3488,7821,8
"codex_33531",3523,7244,9
"codex_33532",3514,7380,10
"codex_33533",3512,7607,8
"codex_33534",3514,7437,5
"codex_33535",3495,7851,8
"codex_33536",3504,7658,10
"codex_33537",3529,7047,11
"codex_33538",3519,7414,10
"codex_33539",3531,7099,11
"codex_33540",3523,7300,7
"codex_33541",3532,7079,11
"codex_33542",3508,8005,9
"codex_33543",3520,7636,6
"codex_33544",3488,8020,10
"codex_33545",3527,7316,10
"codex_33546",3534,7274,11
"codex_33547",3514,7784,9
"codex_33548",3514,7807,10
"codex_33549",3514,7973,1
"codex_33550",3526,7545,10
"codex_33551",3543,7044,9
"codex_33552",3526,7659,11
"codex_33553",3532,7517,10
"codex_33554",3545,7071,6
"codex_33555",3525,7692,9
"codex_33556",3542,7376,6
"codex_33557",3540,7181,8
"codex_33558",3539,7212,6
"codex_33559",3531,7844,10
"codex_33560",3531,7908,8
"codex_33561",3525,7983,6
"codex_33562",3548,7343,10
"codex_33563",3543,7450,7
"codex_33564",3556,7121,9
"codex_33565",3522,7957,7
"codex_33566",3561,7238,11
"codex_33567",3563,7083,10
"codex_33568",3551,7387,8
"codex_33569",3541,7640,9
"codex_33570",3558,7162,11
"codex_33571",3547,7532,7
"codex_33572",3558,7213,10
"codex_33573",3561,7529,10
"codex_33574",3533,7570,9
"codex_33575",3543,7743,1
"codex_33576",3541,7754,8
"codex_33577",3562,7348,10
"codex_33578",3533,7672,6
"codex_33579",3551,7786,10
"codex_33580",3562,7492,10
"codex_33581",3567,7112,6
"codex_33582",3550,7409,10
"codex_33583",3541,8024,10
"codex_33584",3547,7877,9
"codex_33585",3557,7971,8
"codex_33586",3577,7055,1
"codex_33587",3557,8019,6
"codex_33588",3564,7580,6
"codex_33589",3567,7324,5
"codex_33590",3563,7312,10
"codex_33591",3564,7793,11
"codex_33592",3560,7610,11
"codex_33593",3556,7821,10
"codex_33594",3558,7849,9
"codex_33595",3553,7865,1
"codex_33596",3572,7271,8
"codex_33597",3583,7374,9
"codex_33598",3565,7648,5
"codex_33599",3567,7444,7
"codex_33600",3589,7054,7
"codex_33601",3586,7337,7
"codex_33602",3566,7726,9
"codex_33603",3577,7615,9
"codex_33604",3589,7164,8
"codex_33605",3571,7680,9
"codex_33606",3566,7895,1
"codex_33607",3570,7908,7
"codex_33608",3568,7428,5
"codex_33609",3588,7523,6
"codex_33610",3568,7511,11
"codex_33611",3589,7474,7
"codex_33612",3587,7485,10
"codex_33613",3581,7999,5
"codex_33614",3595,7213,10
"codex_33615",3589,7590,11
"codex_33616",3582,7721,6
"codex_33617",3603,7069,9
"codex_33618",3593,7197,6
"codex_33619",3595,7445,11
"codex_33620",3604,7140,6
"codex_33621",3587,7688,5
"codex_33622",3599,7430,9
"codex_33623",3585,7862,9
"codex_33624",3603,7161,6
"codex_33625",3606,7245,11
"codex_33626",3587,7845,5
"codex_33627",3605,7380,0
"codex_33628",3602,7397,7
"codex_33629",3600,7770,7
"codex_33630",3578,7571,11
"codex_33631",3569,8006,8
"codex_33632",3604,7753,5
"codex_33633",3595,7817,10
"codex_33634",3587,8035,10
"codex_33635",3598,7946,7
"codex_33636",3604,7973,7
"codex_33637",3613,7585,10
"codex_33638",3614,7107,9
"codex_33639",3593,7638,10
"codex_33640",3603,8036,11
"codex_33641",3618,7295,8
"codex_33642",3616,7143,9
"codex_33643",3605,7673,5
"codex_33644",3615,7690,10
"codex_33645",3620,7207,8
"codex_33646",3630,7108,6
"codex_33647",3630,7262,10
"codex_33648",3617,7544,5
"codex_33649",3614,7644,11
"codex_33650",3619,7477,9
"codex_33651",3632,7172,10
"codex_33652",3605,7833,9
"codex_33653",3624,7350,7
"codex_33654",3627,7412,1
"codex_33655",3631,7503,10
"codex_33656",3621,7509,10
"codex_33657",3631,7571,6
"codex_33658",3618,7826,5
"codex_33659",3621,7701,5
"codex_33660",3607,7999,5
"codex_33661",3621,7724,10
"codex_33662",3625,8029,9
"codex_33663",3627,7768,10
"codex_33664",3631,7804,10
"codex_33665",3645,7108,10
"codex_33666",3626,7637,6
"codex_33667",3636,7550,11
"codex_33668",3632,7434,9
"codex_33669",3648,7082,8
"codex_33670",3646,7222,0
"codex_33671",3644,7371,10
"codex_33672",3648,7155,7
"codex_33673",3645,7313,1
"codex_33674",3630,7978,10
"codex_33675",3642,7402,8
"codex_33676",3652,7339,10
"codex_33677",3652,7411,9
"codex_33678",3653,7323,7
"codex_33679",3656,7206,10
"codex_33680",3658,7121,10
"codex_33681",3635,7675,10
"codex_33682",3638,7954,6
"codex_33683",3642,8008,9
"codex_33684",3663,7262,8
"codex_33685",3639,7863,7
"codex_33686",3654,7633,10
"codex_33687",3644,7784,5
"codex_33688",3647,7360,7
"codex_33689",3665,7544,7
"codex_33690",3669,7308,9
"codex_33691",3661,7668,11
"codex_33692",3676,7058,8
"codex_33693",3671,7159,5
"codex_33694",3653,7927,8
"codex_33695",3667,7517,11
"codex_33696",3649,7443,8
"codex_33697",3665,7986,9
"codex_33698",3674,7404,6
"codex_33699",3647,7616,1
"codex_33700",3666,7773,1
"codex_33701",3678,7186,7
"codex_33702",3667,7857,10
"codex_33703",3647,7707,8
"codex_33704",3647,7749,10
"codex_33705",3686,7050,1
"codex_33706",3680,7568,9
"codex_33707",3684,7098,8
"codex_33708",3649,7604,8
"codex_33709",3659,7809,10
"codex_33710",3668,7492,9
"codex_33711",3657,7834,5
"codex_33712",3685,7458,8
"codex_33713",3676,7595,9
"codex_33714",3679,7371,9
"codex_33715",3660,7820,10
"codex_33716",3676,7694,10
"codex_33717",3695,7163,11
"codex_33718",3683,7641,9
"codex_33719",3690,7207,11
"codex_33720",3699,7339,10
"codex_33721",3703,7184,6
"codex_33722",3703,7225,9
"codex_33723",3700,7599,5
"codex_33724",3685,8017,10
"codex_33725",3683,7821,11
"codex_33726",3698,7309,5
"codex_33727",3697,7320,6
"codex_33728",3684,7716,5
"codex_33729",3698,7412,8
"codex_33730",3686,7754,9
"codex_33731",3697,7535,1
"codex_33732",3686,7807,6
"codex_33733",3683,7968,7
"codex_33734",3698,7668,10
"codex_33735",3718,7171,11
"codex_33736",3697,7830,6
"codex_33737",3710,7130,9
"codex_33738",3707,7370,11
"codex_33739",3713,7256,9
"codex_33740",3707,7479,9
"codex_33741",3724,7152,5
"codex_33742",3723,7242,6
"codex_33743",3703,7522,8
"codex_33744",3706,7630,6
"codex_33745",3723,7326,6
"codex_33746",3722,7372,6
"codex_33747",3724,7292,6
"codex_33748",3713,7710,9
"codex_33749",3713,7743,5
"codex_33750",3708,7793,10
"codex_33751",3726,7542,9
"codex_33752",3712,7942,5
"codex_33753",3717,7960,8
"codex_33754",3718,7994,9
"codex_33755",3712,8014,9
"codex_33756",3733,7462,6
"codex_33757",3711,7682,6
"codex_33758",3719,7600,8
"codex_33759",3738,7185,6
"codex_33760",3741,7175,9
"codex_33761",3721,7678,10
"codex_33762",3741,7224,10
"codex_33763",3746,7098,9
"codex_33764",3727,7820,10
"codex_33765",3747,7273,10
"codex_33766",3733,7693,6
"codex_33767",3720,7798,1
"codex_33768",3733,7745,1
"codex_33769",3733,7771,1
"codex_33770",3748,7211,9
"codex_33771",3710,7564,6
"codex_33772",3719,7756,9
"codex_33773",3710,7867,9
"codex_33774",3749,7293,10
"codex_33775",3742,7759,6
"codex_33776",3716,7842,10
"codex_33777",3746,7480,10
"codex_33778",3749,7383,6
"codex_33779",3746,7513,6
"codex_33780",3753,7061,10
"codex_33781",3735,7719,10
"codex_33782",3731,7952,9
"codex_33783",3759,7175,6
"codex_33784",3744,7811,10
"codex_33785",3735,8022,6
"codex_33786",3767,7072,8
"codex_33787",3747,7851,8
"codex_33788",3758,7187,10
"codex_33789",3756,7446,10
"codex_33790",3765,7248,10
"codex_33791",3763,7371,5
"codex_33792",3748,7883,8
"codex_33793",3768,7487,10
"codex_33794",3767,7339,6
"codex_33795",3760,7726,8
"codex_33796",3768,7795,10
"codex_33797",3756,7768,9
"codex_33798",3754,7653,11
"codex_33799",3759,7838,9
"codex_33800",3776,7147,5
"codex_33801",3757,7512,6
"codex_33802",3765,7939,7
"codex_33803",3761,7417,9
"codex_33804",3750,7981,9
"codex_33805",3781,7160,9
"codex_33806",3763,7690,9
"codex_33807",3782,7219,10
"codex_33808",3773,7668,8
"codex_33809",3768,8025,10
"codex_33810",3785,7319,8
"codex_33811",3780,7262,7
"codex_33812",3762,7605,6
"codex_33813",3777,7357,11
"codex_33814",3783,7396,11
"codex_33815",3793,7068,5
"codex_33816",3769,7543,11
"codex_33817",3789,7472,8
"codex_33818",3793,7118,6
"codex_33819",3773,7990,10
"codex_33820",3777,7584,8
"codex_33821",3794,7437,10
"codex_33822",3799,7184,6
"codex_33823",3780,7716,10
"codex_33824",3791,7458,5
"codex_33825",3784,7886,8
"codex_33826",3798,7513,7
"codex_33827",3788,7815,5
"codex_33828",3775,7962,1
"codex_33829",3788,7904,5
"codex_33830",3812,7077,7
"codex_33831",3812,7098,7
"codex_33832",3799,7631,10
"codex_33833",3797,7377,6
"codex_33834",3812,7204,7
"codex_33835",3781,7933,6
"codex_33836",3802,7172,11
"codex_33837",3811,7327,0
"codex_33838",3810,7289,9
"codex_33839",3813,7343,6
"codex_33840",3821,7147,1
"codex_33841",3801,7872,8
"codex_33842",3821,7193,9
"codex_33843",3828,7079,6
"codex_33844",3812,7451,9
"codex_33845",3822,7492,9
"codex_33846",3814,7386,8
"codex_33847",3809,7410,10
"codex_33848",3813,7691,8
"codex_33849",3820,7265,8
"codex_33850",3794,7975,10
"codex_33851",3810,7708,9
"codex_33852",3812,7788,8
"codex_33853",3811,7606,5
"codex_33854",3823,7667,1
"codex_33855",3834,7154,7
"codex_33856",3816,7539,10
"codex_33857",3810,7826,10
"codex_33858",3823,7769,6
"codex_33859",3823,7955,5
"codex_33860",3831,7222,8
"codex_33861",3814,7994,6
"codex_33862",3831,7307,5
"codex_33863",3828,7820,5
"codex_33864",3821,7859,5
"codex_33865",3802,7650,6
"codex_33866",3834,7372,9
"codex_33867",3825,7978,10
"codex_33868",3830,7583,9
"codex_33869",3841,7688,6
"codex_33870",3845,7466,10
"codex_33871",3841,7838,10
"codex_33872",3838,7617,10
"codex_33873",3856,7074,6
"codex_33874",3842,7503,1
"codex_33875",3841,7872,9
"codex_33876",3841,7979,1
"codex_33877",3835,7557,6
"codex_33878",3855,7270,5
"codex_33879",3831,7529,9
"codex_33880",3857,7200,6
"codex_33881",3855,7311,9
"codex_33882",3837,7338,10
"codex_33883",3835,7661,8
"codex_33884",3857,7396,11
"codex_33885",3846,7725,7
"codex_33886",3855,7574,6
"codex_33887",3835,7754,6
"codex_33888",3843,7431,9
"codex_33889",3807,7945,11
"codex_33890",3851,7652,5
"codex_33891",3807,8021,10
"codex_33892",3849,7767,1
"codex_33893",3842,7793,7
"codex_33894",3849,7961,9
"codex_33895",3862,7124,9
"codex_33896",3856,7552,11
"codex_33897",3843,7515,7
"codex_33898",3859,7362,5
"codex_33899",3855,7905,9
"codex_33900",3862,7249,8
"codex_33901",3833,7928,9
"codex_33902",3850,7701,9
"codex_33903",3868,7276,8
"codex_33904",3850,7736,10
"codex_33905",3873,7044,8
"codex_33906",3859,7609,11
"codex_33907",3845,8015,8
"codex_33908",3872,7559,6
"codex_33909",3880,7096,8
"codex_33910",3870,7866,5
"codex_33911",3871,7524,10
"codex_33912",3881,7152,8
"codex_33913",3868,7486,9
"codex_33914",3871,7793,10
"codex_33915",3885,7294,1
"codex_33916",3858,7749,10
"codex_33917",3893,7058,6
"codex_33918",3862,7995,5
"codex_33919",3890,7280,7
"codex_33920",3893,7121,7
"codex_33921",3889,7367,10
"codex_33922",3883,7341,7
"codex_33923",3881,7435,6
"codex_33924",3871,8020,8
"codex_33925",3878,7705,5
"codex_33926",3879,7746,1
"codex_33927",3886,7480,9
"codex_33928",3896,7237,8
"codex_33929",3899,7253,6
"codex_33930",3888,7324,8
"codex_33931",3894,7421,6
"codex_33932",3878,7986,10
"codex_33933",3875,7831,10
"codex_33934",3866,7882,10
"codex_33935",3890,7627,8
"codex_33936",3893,7566,8
"codex_33937",3895,7526,5
"codex_33938",3874,7949,11
"codex_33939",3891,7689,10
"codex_33940",3894,7772,9
"codex_33941",3895,7670,1
"codex_33942",3897,7659,11
"codex_33943",3888,7814,1
"codex_33944",3892,7863,8
"codex_33945",3915,7052,10
"codex_33946",3914,7069,6
"codex_33947",3915,7150,5
"codex_33948",3895,7928,1
"codex_33949",3920,7093,8
"codex_33950",3885,7896,5
"codex_33951",3909,7255,9
"codex_33952",3897,7708,11
"codex_33953",3897,7739,10
"codex_33954",3883,8048,10
"codex_33955",3909,7352,6
"codex_33956",3915,7288,9
"codex_33957",3912,7455,9
"codex_33958",3918,7338,8
"codex_33959",3912,7508,9
"codex_33960",3887,7953,11
"codex_33961",3903,7618,5
"codex_33962",3916,7651,11
"codex_33963",3898,7967,5
"codex_33964",3901,7791,6
"codex_33965",3918,7791,6
"codex_33966",3911,7597,7
"codex_33967",3915,7874,9
"codex_33968",3935,7064,9
"codex_33969",3914,7805,10
"codex_33970",3927,7402,9
"codex_33971",3938,7351,8
"codex_33972",3933,7299,5
"codex_33973",3920,7541,6
"codex_33974",3929,7178,7
"codex_33975",3907,7834,10
"codex_33976",3920,7685,10
"codex_33977",3930,7661,5
"codex_33978",3941,7264,5
"codex_33979",3939,7228,6
"codex_33980",3939,7254,10
"codex_33981",3947,7213,7
"codex_33982",3935,7578,6
"codex_33983",3934,7751,8
"codex_33984",3936,7695,5
"codex_33985",3944,7140,8
"codex_33986",3923,7925,6
"codex_33987",3923,7969,9
"codex_33988",3925,7846,10
"codex_33989",3922,7722,10
"codex_33990",3943,7373,10
"codex_33991",3939,7432,5
"codex_33992",3935,8044,1
"codex_33993",3934,7962,6
"codex_33994",3958,7101,7
"codex_33995",3948,7414,11
"codex_33996",3946,7746,6
"codex_33997",3937,7614,11
"codex_33998",3917,8001,9
"codex_33999",3923,8011,5
"codex_34000",3949,7478,8
"codex_34001",3958,7281,9
"codex_34002",3944,7548,6
"codex_34003",3938,7891,9
"codex_34004",3964,7171,6
"codex_34005",3931,7633,5
"codex_34006",3963,7597,8
"codex_34007",3956,7619,1
"codex_34008",3958,7665,5
"codex_34009",3964,7318,11
"codex_34010",3949,7795,10
"codex_34011",3957,7678,11
"codex_34012",3964,7468,6
"codex_34013",3963,7738,8
"codex_34014",3948,7925,10
"codex_34015",3960,7559,10
"codex_34016",3961,7521,9
"codex_34017",3973,7115,5
"codex_34018",3959,7654,10
"codex_34019",3941,8012,9
"codex_34020",3971,7149,8
"codex_34021",3977,7230,10
"codex_34022",3955,8000,1
"codex_34023",3953,7833,8
"codex_34024",3987,7227,5
"codex_34025",3975,7651,5
"codex_34026",3975,7698,10
"codex_34027",3971,7399,6
"codex_34028",3982,7258,6
"codex_34029",3982,7343,9
"codex_34030",3971,7545,5
"codex_34031",3961,8032,1
"codex_34032",3979,7764,9
"codex_34033",3974,7301,7
"codex_34034",3981,7785,5
"codex_34035",3988,7476,9
"codex_34036",3987,7675,6
"codex_34037",3962,7973,9
"codex_34038",3977,7627,1
"codex_34039",3998,7214,10
"codex_34040",4003,7057,6
"codex_34041",3987,7852,7
"codex_34042",3998,7517,8
"codex_34043",3971,7991,0
"codex_34044",3974,7442,10
"codex_34045",3989,7551,1
"codex_34046",3989,7566,9
"codex_34047",3987,8028,1
"codex_34048",4003,7157,7
"codex_34049",4015,7068,8
"codex_34050",3988,7929,1
"codex_34051",4003,7381,6
"codex_34052",3994,7838,7
"codex_34053",3992,7434,5
"codex_34054",4017,7131,8
"codex_34055",3995,7654,8
"codex_34056",4003,7407,5
"codex_34057",3986,7911,7
"codex_34058",4008,7441,10
"codex_34059",4010,7697,8
"codex_34060",4012,7356,6
"codex_34061",4010,7775,10
"codex_34062",3997,7611,8
"codex_34063",4022,7089,6
"codex_34064",4006,7934,6
"codex_34065",3995,7696,9
"codex_34066",4008,7750,8
"codex_34067",4009,7675,9
"codex_34068",4003,7738,10
"codex_34069",4007,8008,9
"codex_34070",4001,7949,9
"codex_34071",4001,7976,9
"codex_34072",4022,7469,8
"codex_34073",4014,7904,7
"codex_34074",4011,7819,7
"codex_34075",3992,7809,5
"codex_34076",4024,7391,10
"codex_34077",4024,7895,9
"codex_34078",2692,8342,8
"codex_34079",2701,8084,6
"codex_34080",2702,8135,8
"codex_34081",2701,8185,8
"codex_34082",2707,8072,8
"codex_34083",2699,8408,11
"codex_34084",2713,8101,10
"codex_34085",2711,8225,10
"codex_34086",2707,8253,8
"codex_34087",2706,8376,6
"codex_34088",2710,8243,7
"codex_34089",2701,8434,9
"codex_34090",2699,8685,10
"codex_34091",2693,8723,8
"codex_34092",2690,8911,9
"codex_34093",2705,8698,6
"codex_34094",2704,8541,8
"codex_34095",2696,8830,8
"codex_34096",2700,8785,10
"codex_34097",2706,8613,8
"codex_34098",2697,8944,6
"codex_34099",2718,8290,9
"codex_34100",2716,8275,8
"codex_34101",2703,8560,6
"codex_34102",2711,8733,10
"codex_34103",2721,8112,6
"codex_34104",2707,8709,6
"codex_34105",2709,8584,8
"codex_34106",2718,8398,6
"codex_34107",2729,8156,8
"codex_34108",2705,8897,10
"codex_34109",2726,8301,8
"codex_34110",2731,8358,10
"codex_34111",2733,8319,8
"codex_34112",2725,8492,9
"codex_34113",2701,8987,8
"codex_34114",2738,8198,8
"codex_34115",2716,8803,10
"codex_34116",2724,8676,10
"codex_34117",2721,8752,5
"codex_34118",2710,9017,8
"codex_34119",2716,9033,5
"codex_34120",2734,8462,9
"codex_34121",2730,8625,7
"codex_34122",2741,8369,6
"codex_34123",2721,8878,10
"codex_34124",2720,8976,8
"codex_34125",2743,8341,8
"codex_34126",2747,8398,10
"codex_34127",2746,8357,6
"codex_34128",2738,8518,10
"codex_34129",2748,8278,8
"codex_34130",2751,8233,9
"codex_34131",2734,8601,5
"codex_34132",2737,8501,6
"codex_34133",2734,8678,11
"codex_34134",2742,8665,10
"codex_34135",2760,8077,8
"codex_34136",2761,8164,8
"codex_34137",2737,8758,8
"codex_34138",2737,8772,10
"codex_34139",2739,8578,10
"codex_34140",2740,8728,6
"codex_34141",2732,8862,10
"codex_34142",2737,8907,10
"codex_34143",2762,8383,5
"codex_34144",2746,8849,5
"codex_34145",2742,8933,9
"codex_34146",2768,8192,8
"codex_34147",2735,9012,10
"codex_34148",2759,8648,5
"codex_34149",2749,8692,10
"codex_34150",2766,8127,8
"codex_34151",2761,8608,5
"codex_34152",2734,9041,9
"codex_34153",2766,8432,10
"codex_34154",2762,8965,9
"codex_34155",2767,8480,5
"codex_34156",2757,8625,9
"codex_34157",2761,8903,9
"codex_34158",2769,8581,5
"codex_34159",2760,8756,9
"codex_34160",2773,8203,11
"codex_34161",2761,9016,5
"codex_34162",2767,8685,5
"codex_34163",2760,8804,8
"codex_34164",2770,8554,8
"codex_34165",2773,8299,6
"codex_34166",2774,8228,8
"codex_34167",2770,8724,6
"codex_34168",2752,8822,5
"codex_34169",2764,8704,6
"codex_34170",2781,8215,8
"codex_34171",2750,8877,10
"codex_34172",2769,8819,8
"codex_34173",2784,8673,5
"codex_34174",2791,8097,10
"codex_34175",2770,8799,8
"codex_34176",2780,8521,6
"codex_34177",2776,8864,9
"codex_34178",2770,9001,10
"codex_34179",2785,8650,11
"codex_34180",2784,8925,10
"codex_34181",2782,8396,5
"codex_34182",2787,8944,9
"codex_34183",2789,8263,9
"codex_34184",2792,8455,10
"codex_34185",2797,8152,9
"codex_34186",2796,8308,6
"codex_34187",2774,8494,9
"codex_34188",2793,8285,11
"codex_34189",2810,8051,8
"codex_34190",2796,8537,6
"codex_34191",2785,9038,9
"codex_34192",2811,8233,8
"codex_34193",2799,8764,9
"codex_34194",2800,8674,11
"codex_34195",2800,8701,9
"codex_34196",2811,8513,6
"codex_34197",2791,8959,8
"codex_34198",2808,8583,5
"codex_34199",2788,8604,9
"codex_34200",2794,8630,10
"codex_34201",2818,8188,8
"codex_34202",2815,8475,7
"codex_34203",2794,8791,10
"codex_34204",2821,8264,6
"codex_34205",2819,8402,10
"codex_34206",2829,8130,9
"codex_34207",2826,8360,9
"codex_34208",2814,8790,11
"codex_34209",2831,8181,9
"codex_34210",2815,8870,10
"codex_34211",2824,8807,11
"codex_34212",2801,8822,10
"codex_34213",2816,8425,6
"codex_34214",2819,8847,9
"codex_34215",2838,8081,8
"codex_34216",2806,8906,6
"codex_34217",2818,8743,5
"codex_34218",2804,8985,8
"codex_34219",2824,9043,6
"codex_34220",2828,8578,10
"codex_34221",2830,8401,6
"codex_34222",2823,8620,5
"codex_34223",2847,8177,7
"codex_34224",2847,8230,8
"codex_34225",2812,9045,10
"codex_34226",2836,8760,5
"codex_34227",2847,8471,6
"codex_34228",2843,8397,10
"codex_34229",2821,9001,5
"codex_34230",2839,8291,7
"codex_34231",2846,8628,8
