"","x","y","z"
"codex_32520",3826,6434,9
"codex_32521",3827,6639,10
"codex_32522",3827,6723,11
"codex_32523",3851,6414,9
"codex_32524",3831,6942,7
"codex_32525",3855,6299,5
"codex_32526",3833,6970,6
"codex_32527",3841,6421,6
"codex_32528",3857,6110,9
"codex_32529",3845,6860,10
"codex_32530",3860,6215,9
"codex_32531",3863,6056,5
"codex_32532",3842,6626,8
"codex_32533",3850,6896,5
"codex_32534",3860,6351,8
"codex_32535",3850,6938,8
"codex_32536",3835,7005,8
"codex_32537",3842,6795,9
"codex_32538",3866,6072,6
"codex_32539",3866,6262,4
"codex_32540",3834,6897,9
"codex_32541",3861,6583,10
"codex_32542",3862,6702,10
"codex_32543",3878,6230,8
"codex_32544",3855,6836,10
"codex_32545",3870,6401,5
"codex_32546",3874,6385,10
"codex_32547",3868,6913,10
"codex_32548",3863,6655,9
"codex_32549",3885,6081,10
"codex_32550",3882,6279,8
"codex_32551",3874,6471,8
"codex_32552",3869,6444,10
"codex_32553",3875,6348,7
"codex_32554",3874,6518,9
"codex_32555",3890,6161,6
"codex_32556",3889,6193,4
"codex_32557",3881,6303,10
"codex_32558",3867,6764,8
"codex_32559",3869,6967,8
"codex_32560",3892,6219,10
"codex_32561",3865,6856,5
"codex_32562",3863,6876,8
"codex_32563",3896,6259,5
"codex_32564",3887,6545,6
"codex_32565",3900,6079,7
"codex_32566",3877,6807,8
"codex_32567",3881,6421,4
"codex_32568",3890,6398,6
"codex_32569",3903,6110,6
"codex_32570",3903,6150,9
"codex_32571",3891,6572,9
"codex_32572",3881,6625,7
"codex_32573",3900,6603,10
"codex_32574",3883,6336,6
"codex_32575",3880,7035,8
"codex_32576",3898,6457,3
"codex_32577",3887,6958,10
"codex_32578",3906,6322,10
"codex_32579",3898,6866,5
"codex_32580",3899,6892,9
"codex_32581",3897,6728,9
"codex_32582",3883,6658,10
"codex_32583",3907,6433,6
"codex_32584",3915,6215,7
"codex_32585",3906,6521,8
"codex_32586",3908,6545,6
"codex_32587",3925,6187,10
"codex_32588",3915,6371,9
"codex_32589",3919,6412,10
"codex_32590",3918,6339,7
"codex_32591",3923,6352,10
"codex_32592",3931,6083,10
"codex_32593",3917,6461,9
"codex_32594",3921,6494,10
"codex_32595",3928,6301,10
"codex_32596",3933,6231,8
"codex_32597",3895,6984,7
"codex_32598",3909,6688,10
"codex_32599",3936,6142,8
"codex_32600",3906,6879,7
"codex_32601",3936,6246,8
"codex_32602",3938,6058,4
"codex_32603",3916,6755,9
"codex_32604",3930,6212,9
"codex_32605",3940,6152,6
"codex_32606",3917,6827,9
"codex_32607",3927,6812,9
"codex_32608",3938,6260,7
"codex_32609",3922,6918,10
"codex_32610",3905,6770,10
"codex_32611",3933,6784,10
"codex_32612",3922,6961,7
"codex_32613",3922,6994,6
"codex_32614",3928,6670,10
"codex_32615",3923,6940,8
"codex_32616",3954,6044,9
"codex_32617",3942,6317,11
"codex_32618",3925,6873,9
"codex_32619",3950,6335,6
"codex_32620",3960,6072,10
"codex_32621",3951,6301,5
"codex_32622",3949,6360,4
"codex_32623",3941,6624,9
"codex_32624",3940,6713,11
"codex_32625",3954,6394,11
"codex_32626",3958,6189,9
"codex_32627",3955,6464,9
"codex_32628",3948,6806,10
"codex_32629",3954,6487,10
"codex_32630",3940,6950,10
"codex_32631",3940,6978,11
"codex_32632",3951,6424,10
"codex_32633",3965,6117,8
"codex_32634",3951,6522,10
"codex_32635",3966,6161,8
"codex_32636",3958,6693,8
"codex_32637",3957,6756,9
"codex_32638",3930,7016,6
"codex_32639",3970,6379,9
"codex_32640",3975,6309,10
"codex_32641",3975,6361,8
"codex_32642",3969,6182,11
"codex_32643",3972,6278,7
"codex_32644",3969,6662,7
"codex_32645",3964,6873,9
"codex_32646",3987,6402,9
"codex_32647",3985,6811,10
"codex_32648",3967,6591,8
"codex_32649",3994,6091,10
"codex_32650",3959,6851,10
"codex_32651",3973,7026,9
"codex_32652",3981,6630,10
"codex_32653",3992,6338,9
"codex_32654",3989,6470,10
"codex_32655",3979,6789,6
"codex_32656",3960,6921,9
"codex_32657",3990,6545,10
"codex_32658",3983,6713,8
"codex_32659",3964,6964,7
"codex_32660",3992,6611,6
"codex_32661",4006,6129,10
"codex_32662",3974,6836,9
"codex_32663",4001,6212,9
"codex_32664",3992,6843,9
"codex_32665",3998,6567,8
"codex_32666",3999,6442,8
"codex_32667",4006,6276,8
"codex_32668",4006,6515,8
"codex_32669",4012,6983,9
"codex_32670",4009,6490,8
"codex_32671",4005,6662,9
"codex_32672",4008,6637,9
"codex_32673",4006,6733,8
"codex_32674",4022,6053,7
"codex_32675",4002,6428,10
"codex_32676",4006,6822,8
"codex_32677",4016,6763,7
"codex_32678",4016,6913,8
"codex_32679",4008,6934,8
"codex_32680",4022,6342,9
"codex_32681",4007,6855,8
"codex_32682",4022,6593,10
"codex_32683",2697,7184,9
"codex_32684",2700,7106,11
"codex_32685",2697,7278,9
"codex_32686",2697,7327,9
"codex_32687",2708,7067,6
"codex_32688",2706,7143,10
"codex_32689",2688,7782,9
"codex_32690",2690,7897,6
"codex_32691",2699,7621,9
"codex_32692",2696,7575,7
"codex_32693",2690,8024,1
"codex_32694",2688,7837,8
"codex_32695",2700,7439,6
"codex_32696",2714,7167,1
"codex_32697",2706,7372,7
"codex_32698",2713,7227,9
"codex_32699",2706,7420,10
"codex_32700",2713,7283,10
"codex_32701",2720,7088,10
"codex_32702",2699,7737,9
"codex_32703",2704,7587,10
"codex_32704",2712,7501,9
"codex_32705",2726,7136,10
"codex_32706",2725,7354,0
"codex_32707",2718,7689,6
"codex_32708",2704,8014,8
"codex_32709",2712,7676,9
"codex_32710",2737,7128,11
"codex_32711",2729,7334,9
"codex_32712",2733,7192,6
"codex_32713",2713,7708,9
"codex_32714",2733,7205,10
"codex_32715",2722,7416,6
"codex_32716",2708,7920,5
"codex_32717",2717,7783,8
"codex_32718",2722,7738,9
"codex_32719",2718,7795,1
"codex_32720",2731,7238,0
"codex_32721",2732,7369,6
"codex_32722",2742,7417,9
"codex_32723",2740,7357,1
"codex_32724",2730,7627,8
"codex_32725",2745,7098,10
"codex_32726",2739,7573,9
"codex_32727",2752,7050,9
"codex_32728",2747,7083,1
"codex_32729",2748,7210,6
"codex_32730",2750,7118,11
"codex_32731",2723,7809,10
"codex_32732",2726,7968,8
"codex_32733",2748,7247,10
"codex_32734",2738,7541,9
"codex_32735",2751,7143,5
"codex_32736",2739,7770,8
"codex_32737",2755,7156,9
"codex_32738",2737,7878,7
"codex_32739",2744,7478,10
"codex_32740",2755,7200,10
"codex_32741",2752,7293,6
"codex_32742",2737,8006,1
"codex_32743",2763,7227,9
"codex_32744",2763,7374,10
"codex_32745",2753,7283,9
"codex_32746",2753,7349,7
"codex_32747",2755,7721,10
"codex_32748",2762,7255,10
"codex_32749",2771,7076,11
"codex_32750",2753,7449,9
"codex_32751",2773,7113,5
"codex_32752",2758,7600,9
"codex_32753",2742,8018,8
"codex_32754",2766,7543,7
"codex_32755",2745,7993,1
"codex_32756",2773,7229,5
"codex_32757",2774,7179,11
"codex_32758",2784,7137,9
"codex_32759",2761,7832,7
"codex_32760",2758,7911,6
"codex_32761",2778,7161,1
"codex_32762",2773,7438,1
"codex_32763",2760,7758,8
"codex_32764",2786,7203,9
"codex_32765",2773,7693,9
"codex_32766",2773,7720,1
"codex_32767",2757,7885,8
"codex_32768",2789,7182,10
"codex_32769",2780,7661,7
"codex_32770",2773,7828,1
"codex_32771",2778,7552,9
"codex_32772",2796,7073,10
"codex_32773",2780,7977,8
"codex_32774",2787,7303,8
"codex_32775",2794,7213,10
"codex_32776",2795,7321,1
"codex_32777",2797,7134,5
"codex_32778",2770,7848,6
"codex_32779",2771,7956,5
"codex_32780",2781,7872,6
"codex_32781",2783,7379,6
"codex_32782",2793,7379,7
"codex_32783",2790,7347,0
"codex_32784",2810,7090,1
"codex_32785",2781,8030,8
"codex_32786",2801,7165,10
"codex_32787",2798,7235,11
"codex_32788",2809,7275,10
"codex_32789",2791,7656,1
"codex_32790",2787,7728,9
"codex_32791",2791,7820,8
"codex_32792",2803,7350,10
"codex_32793",2790,7466,8
"codex_32794",2785,8000,7
"codex_32795",2816,7058,9
"codex_32796",2809,7805,10
"codex_32797",2815,7101,7
"codex_32798",2797,7525,9
"codex_32799",2815,7219,5
"codex_32800",2790,7621,8
"codex_32801",2810,7540,1
"codex_32802",2810,7571,9
"codex_32803",2819,7321,8
"codex_32804",2819,7331,1
"codex_32805",2814,7408,7
"codex_32806",2792,7979,6
"codex_32807",2827,7071,9
"codex_32808",2799,8019,9
"codex_32809",2818,7438,11
"codex_32810",2807,7872,10
"codex_32811",2818,7492,10
"codex_32812",2824,7256,7
"codex_32813",2831,7195,11
"codex_32814",2836,7142,11
"codex_32815",2838,7222,11
"codex_32816",2832,7541,9
"codex_32817",2834,7132,8
"codex_32818",2844,7190,5
"codex_32819",2835,7341,7
"codex_32820",2824,7603,10
"codex_32821",2841,7112,10
"codex_32822",2844,7497,5
"codex_32823",2841,7160,5
"codex_32824",2844,7514,10
"codex_32825",2827,7632,11
"codex_32826",2838,7660,7
"codex_32827",2848,7208,11
"codex_32828",2821,7782,9
"codex_32829",2829,7926,8
"codex_32830",2850,7269,10
"codex_32831",2828,7846,7
"codex_32832",2829,8028,9
"codex_32833",2833,7869,7
"codex_32834",2849,7285,10
"codex_32835",2847,7478,9
"codex_32836",2849,7399,6
"codex_32837",2861,7062,7
"codex_32838",2861,7106,9
"codex_32839",2847,7815,7
"codex_32840",2850,7445,5
"codex_32841",2866,7175,11
"codex_32842",2859,7223,6
"codex_32843",2841,7736,8
"codex_32844",2852,7371,10
"codex_32845",2850,7573,7
"codex_32846",2857,7158,6
"codex_32847",2867,7266,6
"codex_32848",2867,7297,8
"codex_32849",2854,7719,7
"codex_32850",2875,7046,6
"codex_32851",2854,7745,1
"codex_32852",2878,7094,11
"codex_32853",2877,7125,9
"codex_32854",2861,7763,1
"codex_32855",2862,7983,9
"codex_32856",2859,7855,11
"codex_32857",2850,8027,8
"codex_32858",2869,7503,5
"codex_32859",2884,7208,9
"codex_32860",2873,7529,10
"codex_32861",2875,7195,6
"codex_32862",2860,7872,10
"codex_32863",2870,7419,6
"codex_32864",2878,7333,8
"codex_32865",2883,7066,10
"codex_32866",2853,7934,1
"codex_32867",2879,7459,6
"codex_32868",2893,7065,8
"codex_32869",2860,7906,9
"codex_32870",2887,7669,8
"codex_32871",2869,7786,10
"codex_32872",2896,7148,8
"codex_32873",2884,7771,7
"codex_32874",2879,7547,10
"codex_32875",2884,7849,10
"codex_32876",2883,7243,11
"codex_32877",2906,7114,6
"codex_32878",2897,7491,6
"codex_32879",2906,7180,10
"codex_32880",2875,8006,6
"codex_32881",2906,7232,11
"codex_32882",2895,7407,9
"codex_32883",2879,8031,7
"codex_32884",2889,7710,5
"codex_32885",2871,7735,9
"codex_32886",2898,7275,10
"codex_32887",2894,7620,9
"codex_32888",2889,7825,7
"codex_32889",2911,7086,10
"codex_32890",2903,7332,8
"codex_32891",2898,7592,10
"codex_32892",2902,7252,6
"codex_32893",2916,7069,5
"codex_32894",2899,7639,5
"codex_32895",2908,7363,11
"codex_32896",2901,7995,10
"codex_32897",2865,7945,9
"codex_32898",2908,7529,8
"codex_32899",2905,7707,10
"codex_32900",2913,7685,10
"codex_32901",2923,7222,10
"codex_32902",2914,7272,11
"codex_32903",2895,7903,6
"codex_32904",2924,7311,10
"codex_32905",2910,7559,6
"codex_32906",2919,7443,11
"codex_32907",2927,7185,10
"codex_32908",2930,7159,5
"codex_32909",2912,7649,9
"codex_32910",2930,7251,6
"codex_32911",2928,7261,1
"codex_32912",2929,7120,10
"codex_32913",2905,7965,10
"codex_32914",2918,7721,7
"codex_32915",2921,7608,6
"codex_32916",2932,7374,9
"codex_32917",2925,7399,6
"codex_32918",2917,7745,9
"codex_32919",2926,7479,9
"codex_32920",2927,7466,1
"codex_32921",2921,7831,8
"codex_32922",2893,7969,9
"codex_32923",2933,7558,10
"codex_32924",2933,7727,5
"codex_32925",2943,7219,6
"codex_32926",2944,7292,6
"codex_32927",2933,7888,7
"codex_32928",2931,7938,10
"codex_32929",2926,7629,8
"codex_32930",2948,7199,11
"codex_32931",2942,7423,8
"codex_32932",2939,7525,9
"codex_32933",2919,7973,7
"codex_32934",2929,7865,11
"codex_32935",2959,7107,7
"codex_32936",2943,7489,8
"codex_32937",2953,7326,8
"codex_32938",2940,7598,10
"codex_32939",2926,7799,6
"codex_32940",2948,7755,10
"codex_32941",2965,7172,7
"codex_32942",2945,7680,10
"codex_32943",2940,7705,6
"codex_32944",2958,7140,6
"codex_32945",2952,7472,9
"codex_32946",2947,7435,5
"codex_32947",2967,7259,9
"codex_32948",2958,7305,8
"codex_32949",2953,7654,11
"codex_32950",2944,7971,9
"codex_32951",2951,8012,9
"codex_32952",2949,7720,9
"codex_32953",2953,7824,8
"codex_32954",2966,7372,9
"codex_32955",2953,7900,6
"codex_32956",2974,7050,9
"codex_32957",2961,7612,8
"codex_32958",2979,7099,6
"codex_32959",2978,7201,10
"codex_32960",2981,7135,6
"codex_32961",2978,7432,6
"codex_32962",2972,7292,0
"codex_32963",2963,7557,8
"codex_32964",2984,7215,6
"codex_32965",2988,7074,9
"codex_32966",2992,7095,9
"codex_32967",2966,7859,10
"codex_32968",2980,7541,7
"codex_32969",2983,7226,1
"codex_32970",2983,7258,6
"codex_32971",2987,7465,9
"codex_32972",2973,7695,10
"codex_32973",2987,7731,7
"codex_32974",2984,7596,10
"codex_32975",2974,7410,9
"codex_32976",2972,7780,8
"codex_32977",2982,7759,9
"codex_32978",2993,7247,1
"codex_32979",2976,7956,1
"codex_32980",2983,7673,1
"codex_32981",3005,7240,6
"codex_32982",2987,7991,8
"codex_32983",3005,7262,11
"codex_32984",2994,7309,7
"codex_32985",3012,7196,10
"codex_32986",3010,7228,9
"codex_32987",2986,7846,8
"codex_32988",3010,7275,8
"codex_32989",2991,7493,8
"codex_32990",2968,7933,9
"codex_32991",2996,7962,7
"codex_32992",3010,7445,9
"codex_32993",2994,7634,10
"codex_32994",3008,7796,11
"codex_32995",3021,7155,7
"codex_32996",3010,7467,0
"codex_32997",3000,7551,9
"codex_32998",3021,7351,7
"codex_32999",3016,7292,10
"codex_33000",3000,7709,10
"codex_33001",3025,7059,8
"codex_33002",3018,7691,6
"codex_33003",2998,7885,5
"codex_33004",3018,7748,10
"codex_33005",3007,7744,6
"codex_33006",3021,7625,10
"codex_33007",3026,7275,6
"codex_33008",3002,7934,9
"codex_33009",3001,7904,1
"codex_33010",3026,7435,0
"codex_33011",3020,7513,10
"codex_33012",3006,7567,0
"codex_33013",3036,7072,9
"codex_33014",3019,7604,7
"codex_33015",3022,7585,10
"codex_33016",3011,7881,9
"codex_33017",3024,7411,9
"codex_33018",3030,7704,5
"codex_33019",3025,7556,6
"codex_33020",3033,7110,7
"codex_33021",3016,7659,5
"codex_33022",3043,7187,9
"codex_33023",3006,7731,11
"codex_33024",3022,7766,10
"codex_33025",3028,7809,7
"codex_33026",3040,7280,10
"codex_33027",3040,7501,8
"codex_33028",3043,7582,9
"codex_33029",3040,7613,7
"codex_33030",3054,7094,5
"codex_33031",3054,7314,8
"codex_33032",3040,7847,6
"codex_33033",3031,7825,10
"codex_33034",3036,7939,8
"codex_33035",3041,7528,5
"codex_33036",3041,7662,9
"codex_33037",3058,7144,9
"codex_33038",3017,7991,9
"codex_33039",3034,7467,10
"codex_33040",3045,7725,8
"codex_33041",3059,7207,7
"codex_33042",3037,7992,6
"codex_33043",3045,7882,8
"codex_33044",3068,7074,10
"codex_33045",3056,7238,11
"codex_33046",3064,7280,10
"codex_33047",3071,7107,9
"codex_33048",3064,7308,10
"codex_33049",3066,7358,11
"codex_33050",3057,7699,9
"codex_33051",3054,7745,9
"codex_33052",3054,7980,10
"codex_33053",3063,7453,8
"codex_33054",3056,7434,8
"codex_33055",3071,7401,10
"codex_33056",3051,7601,1
"codex_33057",3050,7779,9
"codex_33058",3067,7465,0
"codex_33059",3063,7846,10
"codex_33060",3079,7219,8
"codex_33061",3044,8008,9
"codex_33062",3064,7629,10
"codex_33063",3066,7943,8
"codex_33064",3082,7135,11
"codex_33065",3083,7233,7
"codex_33066",3071,7501,10
"codex_33067",3072,7426,1
"codex_33068",3073,7327,8
"codex_33069",3071,7703,9
"codex_33070",3061,7542,9
"codex_33071",3078,7454,9
"codex_33072",3088,7293,7
"codex_33073",3088,7385,10
"codex_33074",3091,7122,6
"codex_33075",3089,7533,6
"codex_33076",3085,7169,11
"codex_33077",3085,7196,5
"codex_33078",3087,7514,11
"codex_33079",3093,7091,10
"codex_33080",3083,7594,10
"codex_33081",3072,7807,7
"codex_33082",3094,7416,10
"codex_33083",3098,7185,9
"codex_33084",3086,7613,7
"codex_33085",3086,7624,6
"codex_33086",3104,7052,1
"codex_33087",3084,7747,7
"codex_33088",3084,7829,10
"codex_33089",3097,7283,1
"codex_33090",3095,7558,10
"codex_33091",3086,7955,7
"codex_33092",3108,7160,10
"codex_33093",3112,7288,7
"codex_33094",3102,7679,8
"codex_33095",3098,7637,9
"codex_33096",3105,7803,6
"codex_33097",3081,7840,7
"codex_33098",3113,7363,10
"codex_33099",3099,7928,10
"codex_33100",3114,7120,11
"codex_33101",3111,7208,10
"codex_33102",3118,7180,5
"codex_33103",3119,7108,1
"codex_33104",3111,7242,5
"codex_33105",3090,7773,10
"codex_33106",3095,8040,10
"codex_33107",3108,7704,7
"codex_33108",3082,8008,9
"codex_33109",3113,7774,6
"codex_33110",3125,7135,5
"codex_33111",3098,7854,9
"codex_33112",3127,7088,6
"codex_33113",3100,8020,6
"codex_33114",3124,7393,7
"codex_33115",3108,7966,9
"codex_33116",3132,7061,5
"codex_33117",3122,7542,10
"codex_33118",3131,7173,11
"codex_33119",3117,7838,6
"codex_33120",3138,7152,10
"codex_33121",3111,7731,6
"codex_33122",3127,7426,10
"codex_33123",3141,7162,6
"codex_33124",3116,7811,10
"codex_33125",3141,7199,11
"codex_33126",3129,7225,6
"codex_33127",3119,8017,9
"codex_33128",3141,7360,8
"codex_33129",3145,7062,9
"codex_33130",3145,7126,10
"codex_33131",3127,7749,11
"codex_33132",3132,7565,9
"codex_33133",3121,7484,6
"codex_33134",3120,7657,6
"codex_33135",3129,7592,10
"codex_33136",3135,7630,9
"codex_33137",3133,7274,7
"codex_33138",3128,7465,10
"codex_33139",3138,7683,7
"codex_33140",3134,7700,10
"codex_33141",3125,7908,7
"codex_33142",3152,7138,7
"codex_33143",3146,7518,11
"codex_33144",3154,7104,1
"codex_33145",3146,7670,11
"codex_33146",3157,7089,6
"codex_33147",3154,7225,10
"codex_33148",3155,7307,10
"codex_33149",3134,7805,6
"codex_33150",3160,7180,10
"codex_33151",3166,7069,11
"codex_33152",3168,7123,10
"codex_33153",3123,7872,9
"codex_33154",3152,7469,6
"codex_33155",3162,7501,7
"codex_33156",3175,7057,11
"codex_33157",3162,7685,8
"codex_33158",3150,7653,9
"codex_33159",3139,7982,10
"codex_33160",3163,7338,8
"codex_33161",3137,7930,1
"codex_33162",3159,7787,11
"codex_33163",3154,7822,9
"codex_33164",3155,8034,8
"codex_33165",3150,7731,6
"codex_33166",3161,7743,6
"codex_33167",3152,7798,8
"codex_33168",3173,7181,6
"codex_33169",3147,7935,10
"codex_33170",3177,7236,9
"codex_33171",3177,7262,8
"codex_33172",3187,7095,10
"codex_33173",3163,7411,8
"codex_33174",3172,7358,0
"codex_33175",3169,7567,6
"codex_33176",3189,7194,11
"codex_33177",3167,7603,9
"codex_33178",3195,7153,7
"codex_33179",3187,7261,10
"codex_33180",3197,7106,6
"codex_33181",3178,7537,9
"codex_33182",3186,7584,10
"codex_33183",3157,7987,10
"codex_33184",3182,7651,10
"codex_33185",3172,7715,10
"codex_33186",3194,7333,9
"codex_33187",3187,7380,9
"codex_33188",3157,7998,6
"codex_33189",3195,7408,8
"codex_33190",3183,7929,8
"codex_33191",3178,7623,0
"codex_33192",3173,7873,9
"codex_33193",3205,7182,6
"codex_33194",3202,7168,9
"codex_33195",3206,7060,11
"codex_33196",3188,7986,6
"codex_33197",3179,7850,10
"codex_33198",3209,7094,6
"codex_33199",3201,7461,6
"codex_33200",3209,7288,9
"codex_33201",3187,7806,9
"codex_33202",3209,7483,10
"codex_33203",3196,7952,5
"codex_33204",3218,7172,9
"codex_33205",3204,7520,10
"codex_33206",3204,7545,10
"codex_33207",3221,7072,9
"codex_33208",3180,7959,10
"codex_33209",3180,7972,6
"codex_33210",3219,7268,6
"codex_33211",3220,7437,6
"codex_33212",3223,7203,5
"codex_33213",3198,7770,8
"codex_33214",3219,7482,7
"codex_33215",3231,7110,7
"codex_33216",3204,7847,5
"codex_33217",3190,7734,11
"codex_33218",3228,7241,7
"codex_33219",3222,7375,9
"codex_33220",3210,7684,10
"codex_33221",3208,7709,8
"codex_33222",3215,7988,9
"codex_33223",3230,7340,11
"codex_33224",3209,7882,8
"codex_33225",3209,7924,10
"codex_33226",3217,7849,1
"codex_33227",3240,7052,10
"codex_33228",3223,7760,8
"codex_33229",3232,7227,7
"codex_33230",3243,7129,9
"codex_33231",3233,7466,11
"codex_33232",3242,7077,9
"codex_33233",3232,7372,7
"codex_33234",3230,7434,9
"codex_33235",3227,7618,10
"codex_33236",3235,7178,10
"codex_33237",3238,7194,10
"codex_33238",3230,7575,8
"codex_33239",3216,7626,9
"codex_33240",3246,7402,6
"codex_33241",3232,7652,7
"codex_33242",3223,7900,11
"codex_33243",3243,7246,10
"codex_33244",3243,7307,9
"codex_33245",3237,7784,11
"codex_33246",3242,7616,6
"codex_33247",3235,7521,10
"codex_33248",3244,7550,9
"codex_33249",3231,8024,10
"codex_33250",3248,7722,10
"codex_33251",3251,7225,9
"codex_33252",3252,7453,6
"codex_33253",3241,7686,9
"codex_33254",3248,7905,5
"codex_33255",3248,7922,6
"codex_33256",3252,7620,7
"codex_33257",3235,7667,1
"codex_33258",3257,7370,7
"codex_33259",3238,7926,8
"codex_33260",3269,7053,9
"codex_33261",3259,7149,0
"codex_33262",3252,7989,9
"codex_33263",3255,7637,9
"codex_33264",3260,7170,9
"codex_33265",3253,7958,9
"codex_33266",3259,7322,8
"codex_33267",3274,7214,1
"codex_33268",3280,7131,1
"codex_33269",3279,7180,8
"codex_33270",3274,7310,10
"codex_33271",3274,7349,9
"codex_33272",3257,7882,9
"codex_33273",3255,7767,8
"codex_33274",3275,7671,9
"codex_33275",3265,7795,8
"codex_33276",3274,7524,10
"codex_33277",3269,7273,8
"codex_33278",3287,7142,9
"codex_33279",3285,7254,7
"codex_33280",3291,7118,8
"codex_33281",3288,7101,7
"codex_33282",3290,7129,10
"codex_33283",3282,7296,7
"codex_33284",3290,7225,10
"codex_33285",3273,7750,8
"codex_33286",3280,7638,11
"codex_33287",3277,7452,9
"codex_33288",3273,7905,7
"codex_33289",3290,7340,0
"codex_33290",3298,7064,5
"codex_33291",3269,7483,9
"codex_33292",3267,7992,6
"codex_33293",3290,7514,7
"codex_33294",3295,7393,8
"codex_33295",3268,7952,10
"codex_33296",3291,7746,10
"codex_33297",3268,8026,10
"codex_33298",3277,7983,9
"codex_33299",3281,7559,9
"codex_33300",3291,7826,8
"codex_33301",3289,7707,9
"codex_33302",3296,7670,7
"codex_33303",3311,7082,11
"codex_33304",3295,7658,10
"codex_33305",3309,7214,7
"codex_33306",3312,7361,8
"codex_33307",3314,7116,6
"codex_33308",3305,7424,10
"codex_33309",3315,7204,6
"codex_33310",3299,7923,5
"codex_33311",3302,7802,10
"codex_33312",3285,7885,7
"codex_33313",3285,7923,10
"codex_33314",3306,7670,10
"codex_33315",3325,7115,1
"codex_33316",3307,7460,10
"codex_33317",3324,7149,11
"codex_33318",3328,7051,11
"codex_33319",3294,8009,10
"codex_33320",3310,7542,7
"codex_33321",3324,7318,8
"codex_33322",3318,7171,9
"codex_33323",3304,7778,10
"codex_33324",3310,7636,11
"codex_33325",3325,7595,8
"codex_33326",3303,7823,6
"codex_33327",3315,7820,1
"codex_33328",3315,7975,10
"codex_33329",3315,8034,6
"codex_33330",3304,7903,5
"codex_33331",3327,7416,10
"codex_33332",3325,7922,8
"codex_33333",3336,7123,7
"codex_33334",3325,8005,10
"codex_33335",3326,7615,7
"codex_33336",3323,7476,10
"codex_33337",3305,7885,10
"codex_33338",3327,7537,7
"codex_33339",3341,7095,6
"codex_33340",3340,7309,7
"codex_33341",3346,7129,7
"codex_33342",3334,7240,7
"codex_33343",3344,7142,6
"codex_33344",3346,7198,11
"codex_33345",3336,7336,7
"codex_33346",3338,7269,11
"codex_33347",3353,7063,10
"codex_33348",3346,7379,7
"codex_33349",3336,7445,10
"codex_33350",3351,7173,5
"codex_33351",3339,7566,9
"codex_33352",3335,7589,1
"codex_33353",3351,7468,10
"codex_33354",3356,7157,11
"codex_33355",3317,7866,9
"codex_33356",3342,7652,7
"codex_33357",3353,7228,11
"codex_33358",3360,7105,5
"codex_33359",3334,7868,6
"codex_33360",3343,7668,9
"codex_33361",3352,7537,9
"codex_33362",3345,7711,8
"codex_33363",3362,7214,6
"codex_33364",3362,7250,6
"codex_33365",3362,7361,9
"codex_33366",3354,7506,8
"codex_33367",3333,7803,9
"codex_33368",3364,7470,9
"codex_33369",3375,7145,5
"codex_33370",3362,7741,10
"codex_33371",3377,7116,11
"codex_33372",3366,7323,7
"codex_33373",3359,7615,10
"codex_33374",3372,7210,1
"codex_33375",3353,7774,9
"codex_33376",3365,7814,8
"codex_33377",3379,7165,8
"codex_33378",3363,7659,11
"codex_33379",3360,7700,9
"codex_33380",3376,7386,5
"codex_33381",3370,7570,10
"codex_33382",3380,7418,7
"codex_33383",3362,7845,10
"codex_33384",3359,7974,7
"codex_33385",3382,7225,10
"codex_33386",3387,7072,5
"codex_33387",3379,7680,0
"codex_33388",3357,8005,5
"codex_33389",3352,8033,10
"codex_33390",3384,7447,10
"codex_33391",3390,7192,5
"codex_33392",3355,7878,10
"codex_33393",3374,7630,11
"codex_33394",3384,7587,6
"codex_33395",3390,7321,10
"codex_33396",3367,7859,11
"codex_33397",3371,7592,10
"codex_33398",3400,7079,10
"codex_33399",3401,7270,7
"codex_33400",3392,7350,10
"codex_33401",3401,7370,11
"codex_33402",3396,7153,6
"codex_33403",3398,7455,6
"codex_33404",3390,7541,0
"codex_33405",3399,7260,10
"codex_33406",3399,7286,9
"codex_33407",3401,7549,9
"codex_33408",3410,7060,5
"codex_33409",3371,7960,10
"codex_33410",3390,7845,6
"codex_33411",3407,7417,5
"codex_33412",3386,7756,8
"codex_33413",3388,7510,8
"codex_33414",3409,7177,7
"codex_33415",3393,7714,9
"codex_33416",3386,7913,10
"codex_33417",3413,7102,5
"codex_33418",3409,7308,8
"codex_33419",3374,7939,7
"codex_33420",3398,7658,8
"codex_33421",3409,7488,6
"codex_33422",3398,7881,9
"codex_33423",3403,7868,7
"codex_33424",3410,7395,11
"codex_33425",3405,7949,8
"codex_33426",3408,7226,10
"codex_33427",3416,7139,10
"codex_33428",3392,8043,9
"codex_33429",3428,7053,8
"codex_33430",3421,7436,10
"codex_33431",3404,7624,10
"codex_33432",3397,8013,1
"codex_33433",3430,7269,9
"codex_33434",3420,7310,10
"codex_33435",3396,7785,9
"codex_33436",3425,7574,8
"codex_33437",3402,7938,1
"codex_33438",3406,8032,11
"codex_33439",3410,8020,5
"codex_33440",3424,7415,10
"codex_33441",3437,7097,6
"codex_33442",3421,7648,11
"codex_33443",3435,7344,10
"codex_33444",3396,7908,5
"codex_33445",3437,7323,7
"codex_33446",3430,7387,6
"codex_33447",3427,7688,8
"codex_33448",3419,7992,9
"codex_33449",3441,7290,10
"codex_33450",3435,7789,10
"codex_33451",3416,7752,1
